Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,IncomeLoanRatio,ApplicantCategory
LP002615,1,1,2,1,0,4865.0,5624.0,208.0,360.0,1.0,1,1,10489.0,50.42788461538461,2
LP002618,1,1,1,0,0,4050.0,5302.0,138.0,360.0,1.0,0,0,9352.0,67.76811594202898,2
LP002619,1,1,0,0,0,3814.0,1483.0,124.0,300.0,1.0,1,1,5297.0,42.71774193548387,1
LP002622,1,1,2,1,0,3510.0,4416.0,243.0,360.0,1.0,0,1,7926.0,32.617283950617285,2
LP002624,1,1,0,1,0,20833.0,6667.0,480.0,360.0,1.0,2,1,27500.0,57.291666666666664,2
LP002625,1,0,0,1,0,3583.0,0.0,96.0,360.0,1.0,2,0,3583.0,37.322916666666664,1
LP002626,1,1,0,1,1,2479.0,3013.0,188.0,360.0,1.0,2,1,5492.0,29.21276595744681,1
LP002634,0,0,1,1,0,13262.0,0.0,40.0,360.0,1.0,2,1,13262.0,331.55,2
LP002637,1,0,0,0,0,3598.0,1287.0,100.0,360.0,1.0,0,0,4885.0,48.85,1
LP002640,1,1,1,1,0,6065.0,2004.0,250.0,360.0,1.0,1,1,8069.0,32.276,2
LP002643,1,1,2,1,0,3283.0,2035.0,148.0,360.0,1.0,2,1,5318.0,35.932432432432435,1
LP002648,1,1,0,1,0,2130.0,6666.0,70.0,180.0,1.0,1,0,8796.0,125.65714285714286,2
LP002652,1,0,0,1,0,5815.0,3666.0,311.0,360.0,1.0,0,0,9481.0,30.485530546623796,2
LP002659,1,1,3,1,0,3466.0,3428.0,150.0,360.0,1.0,0,1,6894.0,45.96,1
LP002670,0,1,2,1,0,2031.0,1632.0,113.0,480.0,1.0,1,1,3663.0,32.415929203539825,1
LP002682,1,1,0,0,0,3074.0,1800.0,123.0,360.0,0.0,1,0,4874.0,39.6260162601626,1
LP002683,1,0,0,1,0,4683.0,1915.0,185.0,360.0,1.0,1,0,6598.0,35.66486486486487,1
LP002684,0,0,0,0,0,3400.0,0.0,95.0,360.0,1.0,0,0,3400.0,35.78947368421053,1
LP002689,1,1,2,0,0,2192.0,1742.0,45.0,360.0,1.0,1,1,3934.0,87.42222222222222,1
LP002690,1,0,0,1,0,2500.0,0.0,55.0,360.0,1.0,1,1,2500.0,45.45454545454545,0
LP002692,1,1,3,1,1,5677.0,1424.0,100.0,360.0,1.0,0,1,7101.0,71.01,1
LP002693,1,1,2,1,1,7948.0,7166.0,480.0,360.0,1.0,0,1,15114.0,31.4875,2
LP002697,1,0,0,1,0,4680.0,2087.0,146.41216216216216,360.0,1.0,1,0,6767.0,46.2188379712954,1
LP002699,1,1,2,1,1,17500.0,0.0,400.0,360.0,1.0,0,1,17500.0,43.75,2
LP002705,1,1,0,1,0,3775.0,0.0,110.0,360.0,1.0,1,1,3775.0,34.31818181818182,1
LP002706,1,1,1,0,0,5285.0,1430.0,161.0,360.0,0.0,1,1,6715.0,41.70807453416149,1
LP002714,1,0,1,0,0,2679.0,1302.0,94.0,360.0,1.0,1,1,3981.0,42.351063829787236,1
LP002716,1,0,0,0,0,6783.0,0.0,130.0,360.0,1.0,1,1,6783.0,52.176923076923075,1
LP002717,1,1,0,1,0,1025.0,5500.0,216.0,360.0,1.0,0,1,6525.0,30.208333333333332,1
LP002720,1,1,3,1,0,4281.0,0.0,100.0,360.0,1.0,2,1,4281.0,42.81,1
LP002723,1,0,2,1,0,3588.0,0.0,110.0,360.0,0.0,0,0,3588.0,32.61818181818182,1
LP002729,1,0,1,1,0,11250.0,0.0,196.0,360.0,1.0,1,0,11250.0,57.39795918367347,2
LP002731,0,0,0,0,1,18165.0,0.0,125.0,360.0,1.0,2,1,18165.0,145.32,2
LP002732,1,0,0,0,0,2550.0,2042.0,126.0,360.0,1.0,0,1,4592.0,36.44444444444444,1
LP002734,1,1,0,1,0,6133.0,3906.0,324.0,360.0,1.0,2,1,10039.0,30.984567901234566,2
LP002738,1,0,2,1,0,3617.0,0.0,107.0,360.0,1.0,1,1,3617.0,33.80373831775701,1
LP002739,1,1,0,0,0,2917.0,536.0,66.0,360.0,1.0,0,0,3453.0,52.31818181818182,1
LP002740,1,1,3,1,0,6417.0,0.0,157.0,180.0,1.0,0,1,6417.0,40.87261146496815,1
LP002741,0,1,1,1,0,4608.0,2845.0,140.0,180.0,1.0,1,1,7453.0,53.23571428571429,1
LP002743,0,0,0,1,0,2138.0,0.0,99.0,360.0,0.0,1,0,2138.0,21.595959595959595,0
LP002753,0,0,1,1,0,3652.0,0.0,95.0,360.0,1.0,1,1,3652.0,38.44210526315789,1
LP002755,1,1,1,0,0,2239.0,2524.0,128.0,360.0,1.0,2,1,4763.0,37.2109375,1
LP002757,0,1,0,0,0,3017.0,663.0,102.0,360.0,1.0,1,1,3680.0,36.07843137254902,1
LP002767,1,1,0,1,0,2768.0,1950.0,155.0,360.0,1.0,0,1,4718.0,30.438709677419354,1
LP002768,1,0,0,0,0,3358.0,0.0,80.0,36.0,1.0,1,0,3358.0,41.975,1
LP002772,1,0,0,1,0,2526.0,1783.0,145.0,360.0,1.0,0,1,4309.0,29.717241379310344,1
LP002776,0,0,0,1,0,5000.0,0.0,103.0,360.0,0.0,1,0,5000.0,48.54368932038835,1
LP002777,1,1,0,1,0,2785.0,2016.0,110.0,360.0,1.0,0,1,4801.0,43.64545454545455,1
LP002778,1,1,2,1,1,6633.0,0.0,146.41216216216216,360.0,0.0,0,0,6633.0,45.303613457012325,1
LP002784,1,1,1,0,0,2492.0,2375.0,146.41216216216216,360.0,1.0,0,1,4867.0,33.241773962804004,1
LP002785,1,1,1,1,0,3333.0,3250.0,158.0,360.0,1.0,2,1,6583.0,41.664556962025316,1
LP002788,1,1,0,0,0,2454.0,2333.0,181.0,360.0,0.0,2,0,4787.0,26.447513812154696,1
LP002789,1,1,0,1,0,3593.0,4266.0,132.0,180.0,0.0,0,0,7859.0,59.53787878787879,2
LP002792,1,1,1,1,0,5468.0,1032.0,26.0,360.0,1.0,1,1,6500.0,250.0,1
LP002794,0,0,0,1,0,2667.0,1625.0,84.0,360.0,1.0,2,1,4292.0,51.095238095238095,1
LP002795,1,1,3,1,1,10139.0,0.0,260.0,360.0,1.0,1,1,10139.0,38.996153846153845,2
LP002798,1,1,0,1,0,3887.0,2669.0,162.0,360.0,1.0,1,1,6556.0,40.46913580246913,1
LP002804,0,1,0,1,0,4180.0,2306.0,182.0,360.0,1.0,1,1,6486.0,35.637362637362635,1
LP002807,1,1,2,0,0,3675.0,242.0,108.0,360.0,1.0,1,1,3917.0,36.26851851851852,1
LP002813,0,1,1,1,1,19484.0,0.0,600.0,360.0,1.0,1,1,19484.0,32.473333333333336,2
LP002820,1,1,0,1,0,5923.0,2054.0,211.0,360.0,1.0,0,1,7977.0,37.80568720379147,2
LP002821,1,0,0,0,1,5800.0,0.0,132.0,360.0,1.0,1,1,5800.0,43.93939393939394,1
LP002832,1,1,2,1,0,8799.0,0.0,258.0,360.0,0.0,2,0,8799.0,34.104651162790695,2
LP002833,1,1,0,0,0,4467.0,0.0,120.0,360.0,1.0,0,1,4467.0,37.225,1
LP002836,1,0,0,1,0,3333.0,0.0,70.0,360.0,1.0,2,1,3333.0,47.614285714285714,1
LP002837,1,1,3,1,0,3400.0,2500.0,123.0,360.0,0.0,0,0,5900.0,47.96747967479675,1
LP002840,0,0,0,1,0,2378.0,0.0,9.0,360.0,1.0,2,0,2378.0,264.22222222222223,0
LP002841,1,1,0,1,0,3166.0,2064.0,104.0,360.0,0.0,2,0,5230.0,50.28846153846154,1
LP002842,1,1,1,1,0,3417.0,1750.0,186.0,360.0,1.0,2,1,5167.0,27.77956989247312,1
LP002847,1,1,0,1,0,5116.0,1451.0,165.0,360.0,0.0,2,0,6567.0,39.8,1
LP002855,1,1,2,1,0,16666.0,0.0,275.0,360.0,1.0,2,1,16666.0,60.60363636363636,2
LP002862,1,1,2,0,0,6125.0,1625.0,187.0,480.0,1.0,1,0,7750.0,41.44385026737968,2
LP002863,1,1,3,1,0,6406.0,0.0,150.0,360.0,1.0,1,0,6406.0,42.70666666666666,1
LP002868,1,1,2,1,0,3159.0,461.0,108.0,84.0,1.0,2,1,3620.0,33.51851851851852,1
LP002872,1,1,0,1,0,3087.0,2210.0,136.0,360.0,0.0,1,0,5297.0,38.9485294117647,1
LP002874,1,0,0,1,0,3229.0,2739.0,110.0,360.0,1.0,2,1,5968.0,54.25454545454546,1
LP002877,1,1,1,1,0,1782.0,2232.0,107.0,360.0,1.0,0,1,4014.0,37.51401869158879,1
LP002888,1,0,0,1,0,3182.0,2917.0,161.0,360.0,1.0,2,1,6099.0,37.88198757763975,1
LP002892,1,1,2,1,0,6540.0,0.0,205.0,360.0,1.0,1,1,6540.0,31.902439024390244,1
LP002893,1,0,0,1,0,1836.0,33837.0,90.0,360.0,1.0,2,0,35673.0,396.3666666666667,2
LP002894,0,1,0,1,0,3166.0,0.0,36.0,360.0,1.0,1,1,3166.0,87.94444444444444,1
LP002898,1,1,1,1,0,1880.0,0.0,61.0,360.0,1.0,0,0,1880.0,30.81967213114754,0
LP002911,1,1,1,1,0,2787.0,1917.0,146.0,360.0,0.0,0,0,4704.0,32.21917808219178,1
LP002912,1,1,1,1,0,4283.0,3000.0,172.0,84.0,1.0,0,0,7283.0,42.343023255813954,1
LP002916,1,1,0,1,0,2297.0,1522.0,104.0,360.0,1.0,2,1,3819.0,36.72115384615385,1
LP002917,0,0,0,0,0,2165.0,0.0,70.0,360.0,1.0,1,1,2165.0,30.928571428571427,0
LP002925,1,0,0,1,0,4750.0,0.0,94.0,360.0,1.0,1,1,4750.0,50.53191489361702,1
LP002926,1,1,2,1,1,2726.0,0.0,106.0,360.0,0.0,1,0,2726.0,25.71698113207547,0
LP002928,1,1,0,1,0,3000.0,3416.0,56.0,180.0,1.0,1,1,6416.0,114.57142857142857,1
LP002931,1,1,2,1,1,6000.0,0.0,205.0,240.0,1.0,1,0,6000.0,29.26829268292683,1
LP002933,1,0,3,1,1,9357.0,0.0,292.0,360.0,1.0,1,1,9357.0,32.044520547945204,2
LP002936,1,1,0,1,0,3859.0,3300.0,142.0,180.0,1.0,0,1,7159.0,50.41549295774648,1
LP002938,1,1,0,1,1,16120.0,0.0,260.0,360.0,1.0,2,1,16120.0,62.0,2
LP002940,1,0,0,0,0,3833.0,0.0,110.0,360.0,1.0,0,1,3833.0,34.845454545454544,1
LP002941,1,1,2,0,1,6383.0,1000.0,187.0,360.0,1.0,0,0,7383.0,39.481283422459896,1
LP002943,1,0,0,1,0,2987.0,0.0,88.0,360.0,0.0,1,0,2987.0,33.94318181818182,0
LP002945,1,1,0,1,1,9963.0,0.0,180.0,360.0,1.0,0,1,9963.0,55.35,2
LP002948,1,1,2,1,0,5780.0,0.0,192.0,360.0,1.0,2,1,5780.0,30.104166666666668,1
LP002949,0,0,3,1,0,416.0,41667.0,350.0,180.0,1.0,2,0,42083.0,120.23714285714286,2
LP002950,1,1,0,0,0,2894.0,2792.0,155.0,360.0,1.0,0,1,5686.0,36.68387096774194,1
LP002953,1,1,3,1,0,5703.0,0.0,128.0,360.0,1.0,2,1,5703.0,44.5546875,1
LP002958,1,0,0,1,0,3676.0,4301.0,172.0,360.0,1.0,0,1,7977.0,46.377906976744185,2
LP002959,0,1,1,1,0,12000.0,0.0,496.0,360.0,1.0,1,1,12000.0,24.193548387096776,2
LP002960,1,1,0,0,0,2400.0,3800.0,146.41216216216216,180.0,1.0,2,0,6200.0,42.34620886981402,1
LP002961,1,1,1,1,0,3400.0,2500.0,173.0,360.0,1.0,1,1,5900.0,34.104046242774565,1
LP002964,1,1,2,0,0,3987.0,1411.0,157.0,360.0,1.0,0,1,5398.0,34.382165605095544,1
LP002974,1,1,0,1,0,3232.0,1950.0,108.0,360.0,1.0,0,1,5182.0,47.98148148148148,1
LP002978,0,0,0,1,0,2900.0,0.0,71.0,360.0,1.0,0,1,2900.0,40.84507042253521,0
LP002979,1,1,3,1,0,4106.0,0.0,40.0,180.0,1.0,0,1,4106.0,102.65,1
LP002983,1,1,1,1,0,8072.0,240.0,253.0,360.0,1.0,2,1,8312.0,32.85375494071146,2
LP002984,1,1,2,1,0,7583.0,0.0,187.0,360.0,1.0,2,1,7583.0,40.55080213903744,2
LP002990,0,0,0,1,1,4583.0,0.0,133.0,360.0,0.0,1,0,4583.0,34.45864661654135,1
